budget,seed_id,seed,pair_id,expected_verdict,safety_category,mutation_operator,verdict,runtime_ms,counterexample
512,5,26572102,escrowdesk_unsafe_behavior_02_omit_event,Unsafe,behavior,omit_event,Unsafe,0.5187,"{""active"": true, ""amount"": 31345, ""balance"": 598146, ""call_ok"": false, ""limit"": 60210, ""owner_zero"": false, ""sender_owner"": false, ""total"": 948493}"
512,5,26572103,escrowdesk_unsafe_behavior_03_remove_require,Unsafe,behavior,remove_require,Unsafe,0.4126,"{""active"": false, ""amount"": 54015, ""balance"": 925220, ""call_ok"": false, ""limit"": 64487, ""owner_zero"": false, ""sender_owner"": false, ""total"": 217330}"
512,5,26572104,milestoneescrow_safe_01_consume_storage_gap,Safe,safe,consume_storage_gap,Safe,0.0,
512,5,26572105,milestoneescrow_safe_02_append_state_variable,Safe,safe,append_state_variable,Safe,0.0,
512,5,26572106,milestoneescrow_safe_03_add_function,Safe,safe,add_function,Safe,0.0,
512,5,26572107,milestoneescrow_unsafe_behavior_01_change_revert_condition,Unsafe,behavior,change_revert_condition,Unsafe,0.4796,"{""active"": true, ""amount"": 4089, ""balance"": 343979, ""call_ok"": false, ""limit"": 44489, ""owner_zero"": false, ""sender_owner"": false, ""total"": 779905}"
512,5,26572108,milestoneescrow_unsafe_behavior_02_remove_access_modifier,Unsafe,behavior,remove_access_modifier,Unsafe,0.4688,"{""active"": false, ""amount"": 5391, ""balance"": 521018, ""call_ok"": true, ""limit"": 33030, ""owner_zero"": true, ""sender_owner"": false, ""total"": 968005}"
512,5,26572109,milestoneescrow_unsafe_behavior_03_change_call_recipient,Unsafe,behavior,change_call_recipient,Unsafe,0.5018,"{""active"": true, ""amount"": 58959, ""balance"": 345410, ""call_ok"": true, ""limit"": 52955, ""owner_zero"": false, ""sender_owner"": true, ""total"": 650390}"
512,5,26572110,crowdfund_safe_01_extract_internal_function,Safe,safe,extract_internal_function,Safe,5.0194,
512,5,26572111,crowdfund_safe_02_commute_independent_writes,Safe,safe,commute_independent_writes,Safe,4.8899,
512,5,26572112,crowdfund_safe_03_valid_domain_guard,Safe,safe,valid_domain_guard,Safe,4.7566,
512,5,26572113,crowdfund_unsafe_behavior_01_external_call_order_change,Unsafe,behavior,external_call_order_change,Unsafe,0.54,"{""active"": false, ""amount"": 20155, ""balance"": 551901, ""call_ok"": true, ""limit"": 3642, ""owner_zero"": false, ""sender_owner"": true, ""total"": 218166}"
512,5,26572114,crowdfund_unsafe_behavior_02_success_to_revert,Unsafe,behavior,success_to_revert,Unsafe,0.5709,"{""active"": true, ""amount"": 6121, ""balance"": 306099, ""call_ok"": false, ""limit"": 50599, ""owner_zero"": false, ""sender_owner"": false, ""total"": 435671}"
512,5,26572115,crowdfund_unsafe_behavior_03_conditional_state_update,Unsafe,behavior,conditional_state_update,Unknown,0.4506,
512,5,26572116,campaignvault_safe_01_equivalent_expression_refactor,Safe,safe,equivalent_expression_refactor,Safe,4.4966,
512,5,26572117,campaignvault_safe_02_extract_internal_function,Safe,safe,extract_internal_function,Safe,3.1751,
512,5,26572118,campaignvault_safe_03_commute_independent_writes,Safe,safe,commute_independent_writes,Safe,3.3784,
512,5,26572119,campaignvault_unsafe_behavior_01_conditional_event,Unsafe,behavior,conditional_event,Unknown,0.349,
512,5,26572120,campaignvault_unsafe_behavior_02_revert_data_change,Unsafe,behavior,revert_data_change,Safe,3.1716,
512,5,26572121,campaignvault_unsafe_behavior_03_unsupported_hash_return,Unsafe,behavior,unsupported_hash_return,Unknown,0.3209,
512,5,26572122,markethub_safe_01_rename_internal_state_variable,Safe,safe,rename_internal_state_variable,Safe,0.0,
512,5,26572123,markethub_safe_02_rename_local_variable,Safe,safe,rename_local_variable,Safe,5.1659,
512,5,26572124,markethub_safe_03_equivalent_expression_refactor,Safe,safe,equivalent_expression_refactor,Safe,4.874,
512,5,26572125,markethub_unsafe_behavior_01_arithmetic_operator_change,Unsafe,behavior,arithmetic_operator_change,Unsafe,0.5801,"{""active"": true, ""amount"": 50096, ""balance"": 908926, ""call_ok"": false, ""limit"": 57400, ""owner_zero"": true, ""sender_owner"": false, ""total"": 678552}"
512,5,26572126,markethub_unsafe_behavior_02_comparison_operator_change,Unsafe,behavior,comparison_operator_change,Safe,4.8176,
512,5,26572127,markethub_unsafe_behavior_03_omit_state_update,Unsafe,behavior,omit_state_update,Unsafe,0.4881,"{""active"": true, ""amount"": 42478, ""balance"": 596268, ""call_ok"": true, ""limit"": 52119, ""owner_zero"": true, ""sender_owner"": true, ""total"": 581014}"
512,5,26572128,listingmarket_safe_01_add_function,Safe,safe,add_function,Safe,0.0,
512,5,26572129,listingmarket_safe_02_add_event,Safe,safe,add_event,Safe,0.0,
512,5,26572130,listingmarket_safe_03_rename_internal_state_variable,Safe,safe,rename_internal_state_variable,Safe,0.0,
512,5,26572131,listingmarket_unsafe_behavior_01_wrong_state_variable,Unsafe,behavior,wrong_state_variable,Unsafe,0.5206,"{""active"": true, ""amount"": 2874, ""balance"": 197836, ""call_ok"": false, ""limit"": 58781, ""owner_zero"": true, ""sender_owner"": true, ""total"": 982104}"
512,5,26572132,listingmarket_unsafe_behavior_02_return_value_change,Unsafe,behavior,return_value_change,Unsafe,0.4721,"{""active"": true, ""amount"": 17061, ""balance"": 81333, ""call_ok"": true, ""limit"": 30317, ""owner_zero"": true, ""sender_owner"": false, ""total"": 909341}"
512,5,26572133,listingmarket_unsafe_behavior_03_omit_event,Unsafe,behavior,omit_event,Unsafe,0.4982,"{""active"": true, ""amount"": 13212, ""balance"": 705816, ""call_ok"": true, ""limit"": 48914, ""owner_zero"": false, ""sender_owner"": true, ""total"": 921337}"
512,5,26572134,rewardpool_safe_01_append_state_variable,Safe,safe,append_state_variable,Safe,0.0,
512,5,26572135,rewardpool_safe_02_add_function,Safe,safe,add_function,Safe,0.0,
512,5,26572136,rewardpool_safe_03_add_event,Safe,safe,add_event,Safe,0.0,
512,5,26572137,rewardpool_unsafe_behavior_01_remove_require,Unsafe,behavior,remove_require,Unsafe,0.5128,"{""active"": false, ""amount"": 42529, ""balance"": 190315, ""call_ok"": false, ""limit"": 65191, ""owner_zero"": true, ""sender_owner"": false, ""total"": 330778}"
512,5,26572138,rewardpool_unsafe_behavior_02_change_revert_condition,Unsafe,behavior,change_revert_condition,Unsafe,0.4708,"{""active"": true, ""amount"": 17788, ""balance"": 111397, ""call_ok"": false, ""limit"": 60756, ""owner_zero"": true, ""sender_owner"": false, ""total"": 243401}"
512,5,26572139,rewardpool_unsafe_behavior_03_remove_access_modifier,Unsafe,behavior,remove_access_modifier,Unsafe,0.4371,"{""active"": false, ""amount"": 42796, ""balance"": 45113, ""call_ok"": true, ""limit"": 17286, ""owner_zero"": false, ""sender_owner"": false, ""total"": 136033}"
512,5,26572140,incentivevault_safe_01_commute_independent_writes,Safe,safe,commute_independent_writes,Safe,4.5481,
512,5,26572141,incentivevault_safe_02_valid_domain_guard,Safe,safe,valid_domain_guard,Safe,4.8114,
512,5,26572142,incentivevault_safe_03_consume_storage_gap,Safe,safe,consume_storage_gap,Safe,0.0,
512,5,26572143,incentivevault_unsafe_behavior_01_change_call_recipient,Unsafe,behavior,change_call_recipient,Unsafe,0.5916,"{""active"": false, ""amount"": 5915, ""balance"": 69884, ""call_ok"": true, ""limit"": 37158, ""owner_zero"": true, ""sender_owner"": true, ""total"": 842315}"
512,5,26572144,incentivevault_unsafe_behavior_02_external_call_order_change,Unsafe,behavior,external_call_order_change,Unsafe,0.4713,"{""active"": false, ""amount"": 40948, ""balance"": 956577, ""call_ok"": true, ""limit"": 27403, ""owner_zero"": false, ""sender_owner"": true, ""total"": 581589}"
512,5,26572145,incentivevault_unsafe_behavior_03_success_to_revert,Unsafe,behavior,success_to_revert,Unsafe,0.5133,"{""active"": true, ""amount"": 31695, ""balance"": 884070, ""call_ok"": false, ""limit"": 64780, ""owner_zero"": true, ""sender_owner"": true, ""total"": 90865}"
512,6,26672026,tokenledger_safe_01_append_state_variable,Safe,safe,append_state_variable,Safe,0.0,
512,6,26672027,tokenledger_safe_02_add_function,Safe,safe,add_function,Safe,0.0,
512,6,26672028,tokenledger_safe_03_add_event,Safe,safe,add_event,Safe,0.0,
512,6,26672029,tokenledger_unsafe_behavior_01_arithmetic_operator_change,Unsafe,behavior,arithmetic_operator_change,Unsafe,0.3803,"{""active"": true, ""amount"": 7145, ""balance"": 613980, ""call_ok"": false, ""limit"": 60663, ""owner_zero"": false, ""sender_owner"": true, ""total"": 573214}"
512,6,26672030,tokenledger_unsafe_behavior_02_comparison_operator_change,Unsafe,behavior,comparison_operator_change,Safe,3.3183,
512,6,26672031,tokenledger_unsafe_behavior_03_omit_state_update,Unsafe,behavior,omit_state_update,Unsafe,0.3679,"{""active"": true, ""amount"": 26514, ""balance"": 244401, ""call_ok"": false, ""limit"": 51991, ""owner_zero"": false, ""sender_owner"": true, ""total"": 59349}"
512,6,26672032,tokenrewards_safe_01_rename_internal_state_variable,Safe,safe,rename_internal_state_variable,Safe,0.0,
512,6,26672033,tokenrewards_safe_02_rename_local_variable,Safe,safe,rename_local_variable,Safe,3.2325,
512,6,26672034,tokenrewards_safe_03_equivalent_expression_refactor,Safe,safe,equivalent_expression_refactor,Safe,3.5461,
512,6,26672035,tokenrewards_unsafe_behavior_01_wrong_state_variable,Unsafe,behavior,wrong_state_variable,Unsafe,0.3544,"{""active"": true, ""amount"": 13956, ""balance"": 653021, ""call_ok"": false, ""limit"": 51722, ""owner_zero"": false, ""sender_owner"": false, ""total"": 709660}"
512,6,26672036,tokenrewards_unsafe_behavior_02_return_value_change,Unsafe,behavior,return_value_change,Unsafe,0.336,"{""active"": true, ""amount"": 11537, ""balance"": 508579, ""call_ok"": false, ""limit"": 28241, ""owner_zero"": false, ""sender_owner"": false, ""total"": 88459}"
512,6,26672037,tokenrewards_unsafe_behavior_03_omit_event,Unsafe,behavior,omit_event,Unsafe,0.4463,"{""active"": true, ""amount"": 27706, ""balance"": 799886, ""call_ok"": false, ""limit"": 28531, ""owner_zero"": false, ""sender_owner"": true, ""total"": 304942}"
512,6,26672038,vaultguard_safe_01_extract_internal_function,Safe,safe,extract_internal_function,Safe,4.7147,
512,6,26672039,vaultguard_safe_02_commute_independent_writes,Safe,safe,commute_independent_writes,Safe,5.1598,
512,6,26672040,vaultguard_safe_03_valid_domain_guard,Safe,safe,valid_domain_guard,Safe,4.0989,
512,6,26672041,vaultguard_unsafe_behavior_01_remove_require,Unsafe,behavior,remove_require,Unsafe,0.3553,"{""active"": false, ""amount"": 31120, ""balance"": 430275, ""call_ok"": false, ""limit"": 42680, ""owner_zero"": true, ""sender_owner"": true, ""total"": 665777}"
512,6,26672042,vaultguard_unsafe_behavior_02_change_revert_condition,Unsafe,behavior,change_revert_condition,Unsafe,0.3427,"{""active"": true, ""amount"": 19165, ""balance"": 360167, ""call_ok"": true, ""limit"": 20438, ""owner_zero"": true, ""sender_owner"": false, ""total"": 57123}"
512,6,26672043,vaultguard_unsafe_behavior_03_remove_access_modifier,Unsafe,behavior,remove_access_modifier,Unsafe,0.3512,"{""active"": true, ""amount"": 55090, ""balance"": 1045398, ""call_ok"": true, ""limit"": 37989, ""owner_zero"": true, ""sender_owner"": false, ""total"": 416308}"
512,6,26672044,yieldvault_safe_01_consume_storage_gap,Safe,safe,consume_storage_gap,Safe,0.0,
512,6,26672045,yieldvault_safe_02_append_state_variable,Safe,safe,append_state_variable,Safe,0.0,
512,6,26672046,yieldvault_safe_03_add_function,Safe,safe,add_function,Safe,0.0,
512,6,26672047,yieldvault_unsafe_behavior_01_change_call_recipient,Unsafe,behavior,change_call_recipient,Unsafe,0.36,"{""active"": true, ""amount"": 61605, ""balance"": 319557, ""call_ok"": true, ""limit"": 29231, ""owner_zero"": false, ""sender_owner"": true, ""total"": 387018}"
512,6,26672048,yieldvault_unsafe_behavior_02_external_call_order_change,Unsafe,behavior,external_call_order_change,Unsafe,0.3564,"{""active"": true, ""amount"": 40491, ""balance"": 224072, ""call_ok"": true, ""limit"": 16375, ""owner_zero"": false, ""sender_owner"": true, ""total"": 737890}"
512,6,26672049,yieldvault_unsafe_behavior_03_success_to_revert,Unsafe,behavior,success_to_revert,Unsafe,0.3744,"{""active"": true, ""amount"": 25522, ""balance"": 546885, ""call_ok"": false, ""limit"": 49408, ""owner_zero"": false, ""sender_owner"": true, ""total"": 442112}"
512,6,26672050,stakepool_safe_01_rename_internal_state_variable,Safe,safe,rename_internal_state_variable,Safe,0.0,
512,6,26672051,stakepool_safe_02_rename_local_variable,Safe,safe,rename_local_variable,Safe,4.6506,
512,6,26672052,stakepool_safe_03_equivalent_expression_refactor,Safe,safe,equivalent_expression_refactor,Safe,4.9956,
512,6,26672053,stakepool_unsafe_behavior_01_conditional_state_update,Unsafe,behavior,conditional_state_update,Unknown,0.4657,
512,6,26672054,stakepool_unsafe_behavior_02_conditional_event,Unsafe,behavior,conditional_event,Unknown,0.4392,
512,6,26672055,stakepool_unsafe_behavior_03_revert_data_change,Unsafe,behavior,revert_data_change,Safe,4.887,
512,6,26672056,delegatedstake_safe_01_equivalent_expression_refactor,Safe,safe,equivalent_expression_refactor,Safe,4.4938,
512,6,26672057,delegatedstake_safe_02_extract_internal_function,Safe,safe,extract_internal_function,Safe,4.8232,
512,6,26672058,delegatedstake_safe_03_commute_independent_writes,Safe,safe,commute_independent_writes,Safe,5.0394,
512,6,26672059,delegatedstake_unsafe_behavior_01_unsupported_hash_return,Unsafe,behavior,unsupported_hash_return,Unknown,0.482,
512,6,26672060,delegatedstake_unsafe_behavior_02_arithmetic_operator_change,Unsafe,behavior,arithmetic_operator_change,Unsafe,0.5308,"{""active"": true, ""amount"": 11076, ""balance"": 156885, ""call_ok"": true, ""limit"": 34980, ""owner_zero"": true, ""sender_owner"": true, ""total"": 746710}"
512,6,26672061,delegatedstake_unsafe_behavior_03_comparison_operator_change,Unsafe,behavior,comparison_operator_change,Safe,5.0518,
512,6,26672062,ballotbox_safe_01_append_state_variable,Safe,safe,append_state_variable,Safe,0.0,
512,6,26672063,ballotbox_safe_02_add_function,Safe,safe,add_function,Safe,0.0,
512,6,26672064,ballotbox_safe_03_add_event,Safe,safe,add_event,Safe,0.0,
512,6,26672065,ballotbox_unsafe_behavior_01_omit_state_update,Unsafe,behavior,omit_state_update,Unsafe,0.4677,"{""active"": true, ""amount"": 40625, ""balance"": 1022891, ""call_ok"": true, ""limit"": 53658, ""owner_zero"": false, ""sender_owner"": false, ""total"": 854472}"
512,6,26672066,ballotbox_unsafe_behavior_02_wrong_state_variable,Unsafe,behavior,wrong_state_variable,Unsafe,0.5191,"{""active"": true, ""amount"": 7169, ""balance"": 492965, ""call_ok"": false, ""limit"": 8695, ""owner_zero"": false, ""sender_owner"": false, ""total"": 75244}"
512,6,26672067,ballotbox_unsafe_behavior_03_return_value_change,Unsafe,behavior,return_value_change,Unsafe,0.5179,"{""active"": true, ""amount"": 11501, ""balance"": 697227, ""call_ok"": false, ""limit"": 56779, ""owner_zero"": true, ""sender_owner"": true, ""total"": 333969}"
512,6,26672068,governancevote_safe_01_add_function,Safe,safe,add_function,Safe,0.0,
512,6,26672069,governancevote_safe_02_add_event,Safe,safe,add_event,Safe,0.0,
512,6,26672070,governancevote_safe_03_rename_internal_state_variable,Safe,safe,rename_internal_state_variable,Safe,0.0,
512,6,26672071,governancevote_unsafe_behavior_01_omit_event,Unsafe,behavior,omit_event,Unsafe,0.4865,"{""active"": true, ""amount"": 4158, ""balance"": 782267, ""call_ok"": true, ""limit"": 17820, ""owner_zero"": false, ""sender_owner"": true, ""total"": 488336}"
512,6,26672072,governancevote_unsafe_behavior_02_remove_require,Unsafe,behavior,remove_require,Unsafe,0.4154,"{""active"": false, ""amount"": 9301, ""balance"": 339340, ""call_ok"": true, ""limit"": 54169, ""owner_zero"": false, ""sender_owner"": true, ""total"": 190620}"
512,6,26672073,governancevote_unsafe_behavior_03_change_revert_condition,Unsafe,behavior,change_revert_condition,Unsafe,0.4612,"{""active"": true, ""amount"": 22507, ""balance"": 826256, ""call_ok"": true, ""limit"": 58683, ""owner_zero"": false, ""sender_owner"": true, ""total"": 154929}"
512,6,26672074,assetregistry_safe_01_extract_internal_function,Safe,safe,extract_internal_function,Safe,5.0606,
512,6,26672075,assetregistry_safe_02_commute_independent_writes,Safe,safe,commute_independent_writes,Safe,4.7254,
512,6,26672076,assetregistry_safe_03_valid_domain_guard,Safe,safe,valid_domain_guard,Safe,4.969,
512,6,26672077,assetregistry_unsafe_behavior_01_remove_access_modifier,Unsafe,behavior,remove_access_modifier,Unsafe,0.4652,"{""active"": false, ""amount"": 32430, ""balance"": 158906, ""call_ok"": true, ""limit"": 10906, ""owner_zero"": false, ""sender_owner"": false, ""total"": 77083}"
512,6,26672078,assetregistry_unsafe_behavior_02_change_call_recipient,Unsafe,behavior,change_call_recipient,Unsafe,0.5494,"{""active"": true, ""amount"": 45554, ""balance"": 458750, ""call_ok"": true, ""limit"": 23013, ""owner_zero"": true, ""sender_owner"": true, ""total"": 320963}"
512,6,26672079,assetregistry_unsafe_behavior_03_external_call_order_change,Unsafe,behavior,external_call_order_change,Unsafe,0.4729,"{""active"": false, ""amount"": 6701, ""balance"": 947239, ""call_ok"": true, ""limit"": 6356, ""owner_zero"": true, ""sender_owner"": true, ""total"": 145019}"
512,6,26672080,claimregistry_safe_01_commute_independent_writes,Safe,safe,commute_independent_writes,Safe,4.7634,
512,6,26672081,claimregistry_safe_02_valid_domain_guard,Safe,safe,valid_domain_guard,Safe,4.8118,
512,6,26672082,claimregistry_safe_03_consume_storage_gap,Safe,safe,consume_storage_gap,Safe,0.0,
512,6,26672083,claimregistry_unsafe_behavior_01_success_to_revert,Unsafe,behavior,success_to_revert,Unsafe,0.5534,"{""active"": true, ""amount"": 12650, ""balance"": 302537, ""call_ok"": true, ""limit"": 59880, ""owner_zero"": false, ""sender_owner"": false, ""total"": 790438}"
512,6,26672084,claimregistry_unsafe_behavior_02_conditional_state_update,Unsafe,behavior,conditional_state_update,Unknown,0.4504,
512,6,26672085,claimregistry_unsafe_behavior_03_conditional_event,Unsafe,behavior,conditional_event,Unknown,0.4319,
512,6,26672086,rolemanager_safe_01_rename_internal_state_variable,Safe,safe,rename_internal_state_variable,Safe,0.0,
512,6,26672087,rolemanager_safe_02_rename_local_variable,Safe,safe,rename_local_variable,Safe,4.8911,
512,6,26672088,rolemanager_safe_03_equivalent_expression_refactor,Safe,safe,equivalent_expression_refactor,Safe,3.8927,
512,6,26672089,rolemanager_unsafe_behavior_01_revert_data_change,Unsafe,behavior,revert_data_change,Safe,4.9778,
512,6,26672090,rolemanager_unsafe_behavior_02_unsupported_hash_return,Unsafe,behavior,unsupported_hash_return,Unknown,0.4673,
512,6,26672091,rolemanager_unsafe_behavior_03_arithmetic_operator_change,Unsafe,behavior,arithmetic_operator_change,Unsafe,0.4925,"{""active"": true, ""amount"": 34096, ""balance"": 975146, ""call_ok"": true, ""limit"": 43896, ""owner_zero"": false, ""sender_owner"": true, ""total"": 767406}"
512,6,26672092,permissionbook_safe_01_rename_internal_state_variable,Safe,safe,rename_internal_state_variable,Safe,0.0,
512,6,26672093,permissionbook_safe_02_rename_local_variable,Safe,safe,rename_local_variable,Safe,4.7018,
512,6,26672094,permissionbook_safe_03_equivalent_expression_refactor,Safe,safe,equivalent_expression_refactor,Safe,4.6898,
512,6,26672095,permissionbook_unsafe_behavior_01_comparison_operator_change,Unsafe,behavior,comparison_operator_change,Safe,4.8371,
512,6,26672096,permissionbook_unsafe_behavior_02_omit_state_update,Unsafe,behavior,omit_state_update,Unsafe,0.7868,"{""active"": true, ""amount"": 34928, ""balance"": 784915, ""call_ok"": true, ""limit"": 54602, ""owner_zero"": false, ""sender_owner"": true, ""total"": 589586}"
512,6,26672097,permissionbook_unsafe_behavior_03_wrong_state_variable,Unsafe,behavior,wrong_state_variable,Unsafe,0.3868,"{""active"": true, ""amount"": 2933, ""balance"": 535824, ""call_ok"": false, ""limit"": 35288, ""owner_zero"": true, ""sender_owner"": false, ""total"": 607738}"
512,6,26672098,escrowdesk_safe_01_append_state_variable,Safe,safe,append_state_variable,Safe,0.0,
512,6,26672099,escrowdesk_safe_02_add_function,Safe,safe,add_function,Safe,0.0,
512,6,26672100,escrowdesk_safe_03_add_event,Safe,safe,add_event,Safe,0.0,
512,6,26672101,escrowdesk_unsafe_behavior_01_return_value_change,Unsafe,behavior,return_value_change,Unsafe,0.5338,"{""active"": true, ""amount"": 52536, ""balance"": 488131, ""call_ok"": false, ""limit"": 64694, ""owner_zero"": false, ""sender_owner"": true, ""total"": 870932}"
512,6,26672102,escrowdesk_unsafe_behavior_02_omit_event,Unsafe,behavior,omit_event,Unsafe,0.4411,"{""active"": true, ""amount"": 10516, ""balance"": 556342, ""call_ok"": false, ""limit"": 19631, ""owner_zero"": true, ""sender_owner"": true, ""total"": 118552}"
512,6,26672103,escrowdesk_unsafe_behavior_03_remove_require,Unsafe,behavior,remove_require,Unsafe,0.6015,"{""active"": false, ""amount"": 18934, ""balance"": 564159, ""call_ok"": false, ""limit"": 45051, ""owner_zero"": false, ""sender_owner"": true, ""total"": 443746}"
512,6,26672104,milestoneescrow_safe_01_consume_storage_gap,Safe,safe,consume_storage_gap,Safe,0.0,
512,6,26672105,milestoneescrow_safe_02_append_state_variable,Safe,safe,append_state_variable,Safe,0.0,
512,6,26672106,milestoneescrow_safe_03_add_function,Safe,safe,add_function,Safe,0.0,
512,6,26672107,milestoneescrow_unsafe_behavior_01_change_revert_condition,Unsafe,behavior,change_revert_condition,Unsafe,0.451,"{""active"": true, ""amount"": 6232, ""balance"": 675139, ""call_ok"": false, ""limit"": 33234, ""owner_zero"": false, ""sender_owner"": false, ""total"": 667864}"
512,6,26672108,milestoneescrow_unsafe_behavior_02_remove_access_modifier,Unsafe,behavior,remove_access_modifier,Unsafe,0.492,"{""active"": true, ""amount"": 48706, ""balance"": 926615, ""call_ok"": true, ""limit"": 7269, ""owner_zero"": true, ""sender_owner"": false, ""total"": 703431}"
512,6,26672109,milestoneescrow_unsafe_behavior_03_change_call_recipient,Unsafe,behavior,change_call_recipient,Unsafe,0.508,"{""active"": false, ""amount"": 38968, ""balance"": 465751, ""call_ok"": true, ""limit"": 44687, ""owner_zero"": true, ""sender_owner"": true, ""total"": 284115}"
512,6,26672110,crowdfund_safe_01_extract_internal_function,Safe,safe,extract_internal_function,Safe,4.9793,
512,6,26672111,crowdfund_safe_02_commute_independent_writes,Safe,safe,commute_independent_writes,Safe,5.1069,
512,6,26672112,crowdfund_safe_03_valid_domain_guard,Safe,safe,valid_domain_guard,Safe,5.1316,
512,6,26672113,crowdfund_unsafe_behavior_01_external_call_order_change,Unsafe,behavior,external_call_order_change,Unsafe,0.3483,"{""active"": true, ""amount"": 17065, ""balance"": 545361, ""call_ok"": true, ""limit"": 29818, ""owner_zero"": false, ""sender_owner"": true, ""total"": 900819}"
512,6,26672114,crowdfund_unsafe_behavior_02_success_to_revert,Unsafe,behavior,success_to_revert,Unsafe,0.4737,"{""active"": true, ""amount"": 17003, ""balance"": 621873, ""call_ok"": false, ""limit"": 29693, ""owner_zero"": false, ""sender_owner"": true, ""total"": 644032}"
512,6,26672115,crowdfund_unsafe_behavior_03_conditional_state_update,Unsafe,behavior,conditional_state_update,Unknown,0.4867,
512,6,26672116,campaignvault_safe_01_equivalent_expression_refactor,Safe,safe,equivalent_expression_refactor,Safe,4.8713,
512,6,26672117,campaignvault_safe_02_extract_internal_function,Safe,safe,extract_internal_function,Safe,3.1469,
512,6,26672118,campaignvault_safe_03_commute_independent_writes,Safe,safe,commute_independent_writes,Safe,3.6219,
512,6,26672119,campaignvault_unsafe_behavior_01_conditional_event,Unsafe,behavior,conditional_event,Unknown,0.4959,
512,6,26672120,campaignvault_unsafe_behavior_02_revert_data_change,Unsafe,behavior,revert_data_change,Safe,3.357,
512,6,26672121,campaignvault_unsafe_behavior_03_unsupported_hash_return,Unsafe,behavior,unsupported_hash_return,Unknown,0.3116,
512,6,26672122,markethub_safe_01_rename_internal_state_variable,Safe,safe,rename_internal_state_variable,Safe,0.0,
512,6,26672123,markethub_safe_02_rename_local_variable,Safe,safe,rename_local_variable,Safe,4.6716,
512,6,26672124,markethub_safe_03_equivalent_expression_refactor,Safe,safe,equivalent_expression_refactor,Safe,5.1075,
512,6,26672125,markethub_unsafe_behavior_01_arithmetic_operator_change,Unsafe,behavior,arithmetic_operator_change,Unsafe,0.4892,"{""active"": true, ""amount"": 12390, ""balance"": 11702, ""call_ok"": true, ""limit"": 61502, ""owner_zero"": false, ""sender_owner"": true, ""total"": 726932}"
512,6,26672126,markethub_unsafe_behavior_02_comparison_operator_change,Unsafe,behavior,comparison_operator_change,Safe,5.2025,
512,6,26672127,markethub_unsafe_behavior_03_omit_state_update,Unsafe,behavior,omit_state_update,Unsafe,0.5185,"{""active"": true, ""amount"": 28230, ""balance"": 320743, ""call_ok"": false, ""limit"": 55139, ""owner_zero"": false, ""sender_owner"": true, ""total"": 609286}"
512,6,26672128,listingmarket_safe_01_add_function,Safe,safe,add_function,Safe,0.0,
512,6,26672129,listingmarket_safe_02_add_event,Safe,safe,add_event,Safe,0.0,
512,6,26672130,listingmarket_safe_03_rename_internal_state_variable,Safe,safe,rename_internal_state_variable,Safe,0.0,
512,6,26672131,listingmarket_unsafe_behavior_01_wrong_state_variable,Unsafe,behavior,wrong_state_variable,Unsafe,0.5,"{""active"": true, ""amount"": 62130, ""balance"": 255268, ""call_ok"": false, ""limit"": 63876, ""owner_zero"": false, ""sender_owner"": true, ""total"": 138196}"
512,6,26672132,listingmarket_unsafe_behavior_02_return_value_change,Unsafe,behavior,return_value_change,Unsafe,0.4538,"{""active"": true, ""amount"": 31731, ""balance"": 70838, ""call_ok"": true, ""limit"": 33529, ""owner_zero"": true, ""sender_owner"": true, ""total"": 215929}"
512,6,26672133,listingmarket_unsafe_behavior_03_omit_event,Unsafe,behavior,omit_event,Unsafe,0.4423,"{""active"": true, ""amount"": 29035, ""balance"": 394414, ""call_ok"": true, ""limit"": 59089, ""owner_zero"": true, ""sender_owner"": false, ""total"": 382093}"
512,6,26672134,rewardpool_safe_01_append_state_variable,Safe,safe,append_state_variable,Safe,0.0,
512,6,26672135,rewardpool_safe_02_add_function,Safe,safe,add_function,Safe,0.0,
512,6,26672136,rewardpool_safe_03_add_event,Safe,safe,add_event,Safe,0.0,
512,6,26672137,rewardpool_unsafe_behavior_01_remove_require,Unsafe,behavior,remove_require,Unsafe,0.518,"{""active"": false, ""amount"": 22117, ""balance"": 485803, ""call_ok"": true, ""limit"": 22718, ""owner_zero"": false, ""sender_owner"": false, ""total"": 223857}"
512,6,26672138,rewardpool_unsafe_behavior_02_change_revert_condition,Unsafe,behavior,change_revert_condition,Unsafe,0.5134,"{""active"": true, ""amount"": 39141, ""balance"": 152373, ""call_ok"": false, ""limit"": 32758, ""owner_zero"": false, ""sender_owner"": false, ""total"": 1029248}"
512,6,26672139,rewardpool_unsafe_behavior_03_remove_access_modifier,Unsafe,behavior,remove_access_modifier,Unsafe,0.5031,"{""active"": true, ""amount"": 57172, ""balance"": 925014, ""call_ok"": true, ""limit"": 52382, ""owner_zero"": true, ""sender_owner"": false, ""total"": 538052}"
512,6,26672140,incentivevault_safe_01_commute_independent_writes,Safe,safe,commute_independent_writes,Safe,4.7815,
512,6,26672141,incentivevault_safe_02_valid_domain_guard,Safe,safe,valid_domain_guard,Safe,4.9021,
512,6,26672142,incentivevault_safe_03_consume_storage_gap,Safe,safe,consume_storage_gap,Safe,0.0,
